County,District,Budget Type/Operating Group,Concat,Year,Total Spend,Avg Number Students,Avg Spend per Student
CAMDEN,HADDON TWP,"M. K-12|K-12,1800-3500","CAMDENHADDON TWPM. K-12|K-12,1800-3500",2012,32576937,2135.6,15254
CAMDEN,HADDONFIELD,"M. K-12|K-12,1800-3500","CAMDENHADDONFIELDM. K-12|K-12,1800-3500",2012,37726013,2523.9,14947
CAMDEN,HOPE COMMUNITY CHARTER SCHOOL,O. CHARTER,CAMDENHOPE COMMUNITY CHARTER SCHOOLO. CHARTER,2012,,,
CAMDEN,KNOWLEDGE A TO Z ACADEMY CHARTER SCHOOL,O. CHARTER,CAMDENKNOWLEDGE A TO Z ACADEMY CHARTER SCHOOLO. CHARTER,2012,,,
CAMDEN,LAUREL SPRINGS BORO,H. K-12|K-6,CAMDENLAUREL SPRINGS BOROH. K-12|K-6,2012,4719144,335.4,14071
CAMDEN,LAWNSIDE BORO,"I. K-12|K-8,0-400","CAMDENLAWNSIDE BOROI. K-12|K-8,0-400",2012,8872940,425.9,20832
CAMDEN,LEAP ACADEMY UNIVERSITY HIGH CHARTER SCH,O. CHARTER,CAMDENLEAP ACADEMY UNIVERSITY HIGH CHARTER SCHO. CHARTER,2012,16755131,847,19782
CAMDEN,LINDENWOLD BORO,"M. K-12|K-12,1800-3500","CAMDENLINDENWOLD BOROM. K-12|K-12,1800-3500",2012,42879392,2354.7,18210
CAMDEN,MAGNOLIA BORO,"D. K-8|K-8,401-750","CAMDENMAGNOLIA BOROD. K-8|K-8,401-750",2012,,,
CAMDEN,MERCHANTVILLE BORO,"I. K-12|K-8,0-400","CAMDENMERCHANTVILLE BOROI. K-12|K-8,0-400",2012,6867578,429,16008
CAMDEN,MOUNT EPHRAIM BORO,"J. K-12|K-8,401-750","CAMDENMOUNT EPHRAIM BOROJ. K-12|K-8,401-750",2012,10374893,642.2,16154
CAMDEN,OAKLYN BORO,"L. K-12|K-12,0-1800","CAMDENOAKLYN BOROL. K-12|K-12,0-1800",2012,8581991,580.2,14791
CAMDEN,PENNSAUKEN TWP,"N. K-12|K-12,3500+","CAMDENPENNSAUKEN TWPN. K-12|K-12,3500+",2012,101913224,5495.2,18546
CAMDEN,PINE HILL BORO,"M. K-12|K-12,1800-3500","CAMDENPINE HILL BOROM. K-12|K-12,1800-3500",2012,36888806,1923.8,19175
CAMDEN,RUNNEMEDE BORO,"E. K-8|K-8,751+","CAMDENRUNNEMEDE BOROE. K-8|K-8,751+",2012,12124795,854.7,14186
CAMDEN,SOMERDALE BORO,"D. K-8|K-8,401-750","CAMDENSOMERDALE BOROD. K-8|K-8,401-750",2012,7436001,531.2,13997
CAMDEN,STERLING HIGH SCHOOL DIST,"G. G9-12|7-12,9-12","CAMDENSTERLING HIGH SCHOOL DISTG. G9-12|7-12,9-12",2012,17225972,955,18039
CAMDEN,STRATFORD BORO,"E. K-8|K-8,751+","CAMDENSTRATFORD BOROE. K-8|K-8,751+",2012,12601248,792.3,15904
CAMDEN,VOORHEES TWP,"E. K-8|K-8,751+","CAMDENVOORHEES TWPE. K-8|K-8,751+",2012,51177328,3205.6,15965
CAMDEN,WATERFORD TWP,H. K-12|K-6,CAMDENWATERFORD TWPH. K-12|K-6,2012,25839465,1732.4,14915
CAMDEN,WINSLOW TWP,"N. K-12|K-12,3500+","CAMDENWINSLOW TWPN. K-12|K-12,3500+",2012,99096119,5029,19705
CAMDEN,WOODLYNNE BORO,"I. K-12|K-8,0-400","CAMDENWOODLYNNE BOROI. K-12|K-8,0-400",2012,,,
CAPE MAY,AVALON BORO,"I. K-12|K-8,0-400","CAPE MAYAVALON BOROI. K-12|K-8,0-400",2012,4732010,113.6,41639
CAPE MAY,CAPE MAY CITY,A. K-6|K-6,CAPE MAYCAPE MAY CITYA. K-6|K-6,2012,3573883,143.8,24845
CAPE MAY,CAPE MAY CO SPECIAL SERV,P. CSSD,CAPE MAYCAPE MAY CO SPECIAL SERVP. CSSD,2012,13072278,235.3,55548
CAPE MAY,CAPE MAY CO VOCATIONAL,Q. COUNTY VOC,CAPE MAYCAPE MAY CO VOCATIONALQ. COUNTY VOC,2012,17173717,687.8,24970
CAPE MAY,DENNIS TWP,"J. K-12|K-8,401-750","CAPE MAYDENNIS TWPJ. K-12|K-8,401-750",2012,17222300,858,20072
CAPE MAY,LOWER CAPE MAY REGIONAL,"F. G7-12|7-12,9-12","CAPE MAYLOWER CAPE MAY REGIONALF. G7-12|7-12,9-12",2012,31749525,1584,20044
CAPE MAY,LOWER TWP,A. K-6|K-6,CAPE MAYLOWER TWPA. K-6|K-6,2012,29460108,1855,15881
CAPE MAY,MIDDLE TWP,"M. K-12|K-12,1800-3500","CAPE MAYMIDDLE TWPM. K-12|K-12,1800-3500",2012,46520856,2780.5,16731
CAPE MAY,NORTH WILDWOOD CITY,"I. K-12|K-8,0-400","CAPE MAYNORTH WILDWOOD CITYI. K-12|K-8,0-400",2012,8957957,358.7,24975
CAPE MAY,OCEAN CITY,"M. K-12|K-12,1800-3500","CAPE MAYOCEAN CITYM. K-12|K-12,1800-3500",2012,41773353,2076.8,20114
CAPE MAY,STONE HARBOR BORO,"I. K-12|K-8,0-400","CAPE MAYSTONE HARBOR BOROI. K-12|K-8,0-400",2012,3439105,112,30706
CAPE MAY,UPPER TWP,"K. K-12|K-8,751+","CAPE MAYUPPER TWPK. K-12|K-8,751+",2012,34001923,2172.1,15654
CAPE MAY,WEST CAPE MAY BORO,A. K-6|K-6,CAPE MAYWEST CAPE MAY BOROA. K-6|K-6,2012,1275031,61.1,20876
CAPE MAY,WILDWOOD CITY,"L. K-12|K-12,0-1800","CAPE MAYWILDWOOD CITYL. K-12|K-12,0-1800",2012,21858182,822.6,26571
CAPE MAY,WILDWOOD CREST BORO,"I. K-12|K-8,0-400","CAPE MAYWILDWOOD CREST BOROI. K-12|K-8,0-400",2012,7735395,294.3,26286
CAPE MAY,WOODBINE BORO,"I. K-12|K-8,0-400","CAPE MAYWOODBINE BOROI. K-12|K-8,0-400",2012,6131086,280.6,21849
CUMBERLAND,BRIDGETON CITY,"N. K-12|K-12,3500+","CUMBERLANDBRIDGETON CITYN. K-12|K-12,3500+",2012,99370395,5814.7,17090
CUMBERLAND,COMMERCIAL TWP,"J. K-12|K-8,401-750","CUMBERLANDCOMMERCIAL TWPJ. K-12|K-8,401-750",2012,14975155,893.5,16760
CUMBERLAND,COMPASS ACADEMY CHARTER SCHOOL,O. CHARTER,CUMBERLANDCOMPASS ACADEMY CHARTER SCHOOLO. CHARTER,2012,,,
CUMBERLAND,CUMBERLAND CO VOCATIONAL,Q. COUNTY VOC,CUMBERLANDCUMBERLAND CO VOCATIONALQ. COUNTY VOC,2012,8223602,460,17879
CUMBERLAND,CUMBERLAND REGIONAL,"G. G9-12|7-12,9-12","CUMBERLANDCUMBERLAND REGIONALG. G9-12|7-12,9-12",2012,24705079,1278.8,19319
CUMBERLAND,DEERFIELD TWP,"C. K-8|K-8,0-400","CUMBERLANDDEERFIELD TWPC. K-8|K-8,0-400",2012,6006361,369.1,16271
CUMBERLAND,DOWNE TWP,"I. K-12|K-8,0-400","CUMBERLANDDOWNE TWPI. K-12|K-8,0-400",2012,3675413,204.7,17958
CUMBERLAND,FAIRFIELD TWP,"D. K-8|K-8,401-750","CUMBERLANDFAIRFIELD TWPD. K-8|K-8,401-750",2012,10675100,613.1,17411
CUMBERLAND,GREENWICH TWP,"C. K-8|K-8,0-400","CUMBERLANDGREENWICH TWPC. K-8|K-8,0-400",2012,1367778,79.2,17281
CUMBERLAND,HOPEWELL TWP,"D. K-8|K-8,401-750","CUMBERLANDHOPEWELL TWPD. K-8|K-8,401-750",2012,8389608,521.6,16084
CUMBERLAND,LAWRENCE TWP,"J. K-12|K-8,401-750","CUMBERLANDLAWRENCE TWPJ. K-12|K-8,401-750",2012,9950864,585.9,16983
CUMBERLAND,MAURICE RIVER TWP,"J. K-12|K-8,401-750","CUMBERLANDMAURICE RIVER TWPJ. K-12|K-8,401-750",2012,8039490,553.9,14514
CUMBERLAND,MILLVILLE CITY,"N. K-12|K-12,3500+","CUMBERLANDMILLVILLE CITYN. K-12|K-12,3500+",2012,113113083,6322.8,17890
CUMBERLAND,MILLVILLE PUBLIC CHARTER SCHOOL,O. CHARTER,CUMBERLANDMILLVILLE PUBLIC CHARTER SCHOOLO. CHARTER,2012,992812,97.9,10141
CUMBERLAND,STOW CREEK TWP,"C. K-8|K-8,0-400","CUMBERLANDSTOW CREEK TWPC. K-8|K-8,0-400",2012,2074932,120.2,17263
CUMBERLAND,UPPER DEERFIELD TWP,"E. K-8|K-8,751+","CUMBERLANDUPPER DEERFIELD TWPE. K-8|K-8,751+",2012,15290149,866.3,17650
CUMBERLAND,VINELAND CITY,"N. K-12|K-12,3500+","CUMBERLANDVINELAND CITYN. K-12|K-12,3500+",2012,211361788,11710.6,18049
CUMBERLAND,VINELAND PUBLIC CHARTER SCHOOL,O. CHARTER,CUMBERLANDVINELAND PUBLIC CHARTER SCHOOLO. CHARTER,2012,1875923,188.9,9931
ESSEX,BELLEVILLE TOWN,"N. K-12|K-12,3500+","ESSEXBELLEVILLE TOWNN. K-12|K-12,3500+",2012,66228219,4731.9,13996
ESSEX,BLOOMFIELD TWP,"N. K-12|K-12,3500+","ESSEXBLOOMFIELD TWPN. K-12|K-12,3500+",2012,97491376,6211.5,15695
ESSEX,BURCH CHARTER SCHOOL OF EXCELLENCE,O. CHARTER,ESSEXBURCH CHARTER SCHOOL OF EXCELLENCEO. CHARTER,2012,3648318,264.4,13798
ESSEX,CALDWELL-WEST CALDWELL,"M. K-12|K-12,1800-3500","ESSEXCALDWELL-WEST CALDWELLM. K-12|K-12,1800-3500",2012,43695589,2601.9,16794
ESSEX,CEDAR GROVE TWP,"L. K-12|K-12,0-1800","ESSEXCEDAR GROVE TWPL. K-12|K-12,0-1800",2012,27562944,1200.6,22958
ESSEX,CITY OF ORANGE TWP,"N. K-12|K-12,3500+","ESSEXCITY OF ORANGE TWPN. K-12|K-12,3500+",2012,114175799,5394.8,21164
ESSEX,DISCOVERY CHARTER SCHOOL,O. CHARTER,ESSEXDISCOVERY CHARTER SCHOOLO. CHARTER,2012,1337408,74.8,17880
ESSEX,EAST ORANGE,"N. K-12|K-12,3500+","ESSEXEAST ORANGEN. K-12|K-12,3500+",2012,256008422,10862.1,23569
ESSEX,EAST ORANGE COMMUNITY CHARTER SCHOOL,O. CHARTER,ESSEXEAST ORANGE COMMUNITY CHARTER SCHOOLO. CHARTER,2012,8341890,489.9,17028
ESSEX,ESSEX CO VOC-TECH,Q. COUNTY VOC,ESSEXESSEX CO VOC-TECHQ. COUNTY VOC,2012,48161496,2063.8,23336
ESSEX,ESSEX FELLS BORO,A. K-6|K-6,ESSEXESSEX FELLS BOROA. K-6|K-6,2012,4483120,204.4,21931
ESSEX,FAIRFIELD TWP,A. K-6|K-6,ESSEXFAIRFIELD TWPA. K-6|K-6,2012,11575499,695.5,16644
ESSEX,GLEN RIDGE BORO,"M. K-12|K-12,1800-3500","ESSEXGLEN RIDGE BOROM. K-12|K-12,1800-3500",2012,29607405,1648.5,17961
ESSEX,GRAY CHARTER SCHOOL,O. CHARTER,ESSEXGRAY CHARTER SCHOOLO. CHARTER,2012,4755642,277.2,17156
ESSEX,GREAT OAKS CHARTER SCHOOL,O. CHARTER,ESSEXGREAT OAKS CHARTER SCHOOLO. CHARTER,2012,1949938,127.1,15342
ESSEX,GREATER NEWARK CHARTER SCHOOL,O. CHARTER,ESSEXGREATER NEWARK CHARTER SCHOOLO. CHARTER,2012,2703390,165.7,16315
ESSEX,IRVINGTON TOWNSHIP,"N. K-12|K-12,3500+","ESSEXIRVINGTON TOWNSHIPN. K-12|K-12,3500+",2012,173662705,7692.8,22575
ESSEX,LADY LIBERTY ACADEMY CHARTER SCHOOL,O. CHARTER,ESSEXLADY LIBERTY ACADEMY CHARTER SCHOOLO. CHARTER,2012,8383151,456.9,18348
ESSEX,LIVINGSTON TWP,"N. K-12|K-12,3500+","ESSEXLIVINGSTON TWPN. K-12|K-12,3500+",2012,108802305,5855,18583
ESSEX,MARIA L. VARISCO-ROGERS CHARTER SCHOOL,O. CHARTER,ESSEXMARIA L. VARISCO-ROGERS CHARTER SCHOOLO. CHARTER,2012,6912418,442,15639
ESSEX,MARION P. THOMAS CHARTER SCHOOL,O. CHARTER,ESSEXMARION P. THOMAS CHARTER SCHOOLO. CHARTER,2012,10664938,628.6,16966
ESSEX,MERIT PREPARATORY CHARTER SCHOOL OF NEWA,O. CHARTER,ESSEXMERIT PREPARATORY CHARTER SCHOOL OF NEWAO. CHARTER,2012,,,
ESSEX,MILLBURN TWP,"N. K-12|K-12,3500+","ESSEXMILLBURN TWPN. K-12|K-12,3500+",2012,88192889,4933.8,17875
ESSEX,MONTCLAIR TOWN,"N. K-12|K-12,3500+","ESSEXMONTCLAIR TOWNN. K-12|K-12,3500+",2012,121587526,6711.5,18116
ESSEX,NEW HORIZONS COMMUNITY CHARTER SCHOOL,O. CHARTER,ESSEXNEW HORIZONS COMMUNITY CHARTER SCHOOLO. CHARTER,2012,10181236,456.4,22308
ESSEX,NEWARK CITY,"N. K-12|K-12,3500+","ESSEXNEWARK CITYN. K-12|K-12,3500+",2012,1002577367,43322.4,23142
ESSEX,NEWARK EDUCATORS CHARTER SCHOOL,O. CHARTER,ESSEXNEWARK EDUCATORS CHARTER SCHOOLO. CHARTER,2012,4896998,278.7,17571
ESSEX,NEWARK LEGACY CHARTER SCHOOL,O. CHARTER,ESSEXNEWARK LEGACY CHARTER SCHOOLO. CHARTER,2012,2913839,174.9,16660
ESSEX,NEWARK PREP CHARTER SCHOOL,O. CHARTER,ESSEXNEWARK PREP CHARTER SCHOOLO. CHARTER,2012,,,
ESSEX,NORTH CALDWELL BORO,A. K-6|K-6,ESSEXNORTH CALDWELL BOROA. K-6|K-6,2012,12707587,681.5,18647
ESSEX,NORTH STAR ACADEMY CHARTER SCHOOL OF NEW,O. CHARTER,ESSEXNORTH STAR ACADEMY CHARTER SCHOOL OF NEWO. CHARTER,2012,30998597,1683.5,18413
ESSEX,NUTLEY TOWN,"N. K-12|K-12,3500+","ESSEXNUTLEY TOWNN. K-12|K-12,3500+",2012,65162155,4005.5,16268
ESSEX,PEOPLE'S PREPARATORY CHARTER SCHOOL,O. CHARTER,ESSEXPEOPLE'S PREPARATORY CHARTER SCHOOLO. CHARTER,2012,2211345,94.6,23376
ESSEX,PHILLIP'S ACADEMY CHARTER SCHOOL,O. CHARTER,ESSEXPHILLIP'S ACADEMY CHARTER SCHOOLO. CHARTER,2012,,,
ESSEX,PRIDE ACADEMY CHARTER SCHOOL,O. CHARTER,ESSEXPRIDE ACADEMY CHARTER SCHOOLO. CHARTER,2012,4801693,239.2,20074
ESSEX,ROBERT TREAT ACADEMY CHARTER SCHOOL,O. CHARTER,ESSEXROBERT TREAT ACADEMY CHARTER SCHOOLO. CHARTER,2012,8783961,550.4,15959
ESSEX,ROSELAND BORO,A. K-6|K-6,ESSEXROSELAND BOROA. K-6|K-6,2012,8867427,498.9,17773
ESSEX,ROSEVILLE COMMUNITY CHARTER SCHOOL,O. CHARTER,ESSEXROSEVILLE COMMUNITY CHARTER SCHOOLO. CHARTER,2012,1715523,106.1,16169
ESSEX,SOUTH ORANGE-MAPLEWOOD,"N. K-12|K-12,3500+","ESSEXSOUTH ORANGE-MAPLEWOODN. K-12|K-12,3500+",2012,120439380,6651.7,18106
ESSEX,TEAM ACADEMY CHARTER SCHOOL,O. CHARTER,ESSEXTEAM ACADEMY CHARTER SCHOOLO. CHARTER,2012,29490005,1489.4,19800
ESSEX,THE PAULO FREIRE CHARTER SCHOOL FOR LIBE,O. CHARTER,ESSEXTHE PAULO FREIRE CHARTER SCHOOL FOR LIBEO. CHARTER,2012,,,
ESSEX,UNIVERSITY HEIGHTS CHARTER SCHOOL,O. CHARTER,ESSEXUNIVERSITY HEIGHTS CHARTER SCHOOLO. CHARTER,2012,4307976,286.6,15031
ESSEX,VERONA BORO,"M. K-12|K-12,1800-3500","ESSEXVERONA BOROM. K-12|K-12,1800-3500",2012,34590872,2244.7,15410
ESSEX,VISIONS ACADEMY CHARTER HIGH SCHOOL,O. CHARTER,ESSEXVISIONS ACADEMY CHARTER HIGH SCHOOLO. CHARTER,2012,4063762,266.3,15260
ESSEX,WEST ESSEX REGIONAL,"F. G7-12|7-12,9-12","ESSEXWEST ESSEX REGIONALF. G7-12|7-12,9-12",2012,37834062,1640.1,23068
ESSEX,WEST ORANGE TOWN,"N. K-12|K-12,3500+","ESSEXWEST ORANGE TOWNN. K-12|K-12,3500+",2012,145133529,6894.3,21051
GLOUCESTER,CLAYTON BORO,"L. K-12|K-12,0-1800","GLOUCESTERCLAYTON BOROL. K-12|K-12,0-1800",2012,22448723,1503,14936
GLOUCESTER,CLEARVIEW REGIONAL,"F. G7-12|7-12,9-12","GLOUCESTERCLEARVIEW REGIONALF. G7-12|7-12,9-12",2012,36454727,2515.3,14493
GLOUCESTER,DELSEA REGIONAL H.S DIST.,"F. G7-12|7-12,9-12","GLOUCESTERDELSEA REGIONAL H.S DIST.F. G7-12|7-12,9-12",2012,30646925,1750.5,17507
GLOUCESTER,DEPTFORD TWP,"N. K-12|K-12,3500+","GLOUCESTERDEPTFORD TWPN. K-12|K-12,3500+",2012,67401695,4428.9,15218
GLOUCESTER,EAST GREENWICH TWP,A. K-6|K-6,GLOUCESTEREAST GREENWICH TWPA. K-6|K-6,2012,13794045,1119.7,12319
GLOUCESTER,ELK TWP,A. K-6|K-6,GLOUCESTERELK TWPA. K-6|K-6,2012,5890117,399,14763
GLOUCESTER,FRANKLIN TWP,A. K-6|K-6,GLOUCESTERFRANKLIN TWPA. K-6|K-6,2012,19879137,1405.2,14147
GLOUCESTER,GATEWAY REGIONAL,"F. G7-12|7-12,9-12","GLOUCESTERGATEWAY REGIONALF. G7-12|7-12,9-12",2012,19605927,909.9,21548
GLOUCESTER,GLASSBORO,"M. K-12|K-12,1800-3500","GLOUCESTERGLASSBOROM. K-12|K-12,1800-3500",2012,40277706,2278.5,17677
GLOUCESTER,GLOUCESTER CO SPEC SERV,P. CSSD,GLOUCESTERGLOUCESTER CO SPEC SERVP. CSSD,2012,34527103,730.2,47287
GLOUCESTER,GLOUCESTER CO VOCATIONAL,Q. COUNTY VOC,GLOUCESTERGLOUCESTER CO VOCATIONALQ. COUNTY VOC,2012,24060994,1246.5,19303
GLOUCESTER,GREENWICH TWP,"J. K-12|K-8,401-750","GLOUCESTERGREENWICH TWPJ. K-12|K-8,401-750",2012,12267496,618,19849
GLOUCESTER,HARRISON TWP,A. K-6|K-6,GLOUCESTERHARRISON TWPA. K-6|K-6,2012,20738292,1491.3,13906
GLOUCESTER,KINGSWAY REGIONAL,"F. G7-12|7-12,9-12","GLOUCESTERKINGSWAY REGIONALF. G7-12|7-12,9-12",2012,32695503,2287.3,14294
GLOUCESTER,LOGAN TWP,"K. K-12|K-8,751+","GLOUCESTERLOGAN TWPK. K-12|K-8,751+",2012,18782160,1198,15679
GLOUCESTER,MANTUA TWP,A. K-6|K-6,GLOUCESTERMANTUA TWPA. K-6|K-6,2012,21701459,1402.8,15470
GLOUCESTER,MONROE TWP,"N. K-12|K-12,3500+","GLOUCESTERMONROE TWPN. K-12|K-12,3500+",2012,88982033,6082.3,14630
GLOUCESTER,NATIONAL PARK BORO,A. K-6|K-6,GLOUCESTERNATIONAL PARK BOROA. K-6|K-6,2012,4432387,273.1,16231
GLOUCESTER,PAULSBORO BORO,"L. K-12|K-12,0-1800","GLOUCESTERPAULSBORO BOROL. K-12|K-12,0-1800",2012,23097121,1247.6,18514
GLOUCESTER,PITMAN BORO,"L. K-12|K-12,0-1800","GLOUCESTERPITMAN BOROL. K-12|K-12,0-1800",2012,25496818,1558,16365
GLOUCESTER,SOUTH HARRISON TWP,A. K-6|K-6,GLOUCESTERSOUTH HARRISON TWPA. K-6|K-6,2012,5075742,372.3,13633
GLOUCESTER,SWEDESBORO-WOOLWICH,A. K-6|K-6,GLOUCESTERSWEDESBORO-WOOLWICHA. K-6|K-6,2012,24190797,1737.4,13924
GLOUCESTER,WASHINGTON TWP,"N. K-12|K-12,3500+","GLOUCESTERWASHINGTON TWPN. K-12|K-12,3500+",2012,141680194,8235.6,17203
GLOUCESTER,WENONAH BORO,A. K-6|K-6,GLOUCESTERWENONAH BOROA. K-6|K-6,2012,3276134,247.1,13256
GLOUCESTER,WEST DEPTFORD TWP,"M. K-12|K-12,1800-3500","GLOUCESTERWEST DEPTFORD TWPM. K-12|K-12,1800-3500",2012,46966100,3097.4,15163
GLOUCESTER,WESTVILLE BORO,A. K-6|K-6,GLOUCESTERWESTVILLE BOROA. K-6|K-6,2012,5683445,356.3,15952
GLOUCESTER,WOODBURY CITY,"L. K-12|K-12,0-1800","GLOUCESTERWOODBURY CITYL. K-12|K-12,0-1800",2012,29078750,1533.6,18961
GLOUCESTER,WOODBURY HEIGHTS BORO,A. K-6|K-6,GLOUCESTERWOODBURY HEIGHTS BOROA. K-6|K-6,2012,3468254,227.7,15230
HUDSON,BAYONNE CITY,"N. K-12|K-12,3500+","HUDSONBAYONNE CITYN. K-12|K-12,3500+",2012,134256707,9286.2,14458
HUDSON,BELOVED COMMUNITY CHARTER SCHOOL,O. CHARTER,HUDSONBELOVED COMMUNITY CHARTER SCHOOLO. CHARTER,2012,,,
HUDSON,DR. LENA EDWARDS ACADEMIC CHARTER SCHOOL,O. CHARTER,HUDSONDR. LENA EDWARDS ACADEMIC CHARTER SCHOOLO. CHARTER,2012,3770448,349.1,10800
HUDSON,EAST NEWARK BORO,"I. K-12|K-8,0-400","HUDSONEAST NEWARK BOROI. K-12|K-8,0-400",2012,5575242,351.2,15874
HUDSON,ELYSIAN CHARTER SCHOOL OF HOBOKEN,O. CHARTER,HUDSONELYSIAN CHARTER SCHOOL OF HOBOKENO. CHARTER,2012,4428644,287.7,15393
HUDSON,GUTTENBERG TOWN,"K. K-12|K-8,751+","HUDSONGUTTENBERG TOWNK. K-12|K-8,751+",2012,16359179,1364.4,11990
HUDSON,HARRISON TOWN,"M. K-12|K-12,1800-3500","HUDSONHARRISON TOWNM. K-12|K-12,1800-3500",2012,49042581,2386,20554
HUDSON,HOBOKEN CHARTER SCHOOL,O. CHARTER,HUDSONHOBOKEN CHARTER SCHOOLO. CHARTER,2012,4664483,269,17340
HUDSON,HOBOKEN CITY,"M. K-12|K-12,1800-3500","HUDSONHOBOKEN CITYM. K-12|K-12,1800-3500",2012,59077482,3010.8,19622
HUDSON,HOBOKEN DUAL LANGUAGE CHARTER SCHOOL,O. CHARTER,HUDSONHOBOKEN DUAL LANGUAGE CHARTER SCHOOLO. CHARTER,2012,2249144,174.7,12874
HUDSON,HUDSON COUNTY VOCATIONAL,Q. COUNTY VOC,HUDSONHUDSON COUNTY VOCATIONALQ. COUNTY VOC,2012,49666982,1257.7,39490
HUDSON,JERSEY CITY,"N. K-12|K-12,3500+","HUDSONJERSEY CITYN. K-12|K-12,3500+",2012,660881888,29688.6,22260
HUDSON,JERSEY CITY COMMUNITY CHARTER SCHOOL,O. CHARTER,HUDSONJERSEY CITY COMMUNITY CHARTER SCHOOLO. CHARTER,2012,7847517,579.5,13542
HUDSON,JERSEY CITY GOLDEN DOOR CHARTER SCHOOL,O. CHARTER,HUDSONJERSEY CITY GOLDEN DOOR CHARTER SCHOOLO. CHARTER,2012,6719360,480.1,13996
HUDSON,KEARNY TOWN,"N. K-12|K-12,3500+","HUDSONKEARNY TOWNN. K-12|K-12,3500+",2012,88825555,5975.5,14865
HUDSON,LEARNING COMMUNITY CHARTER SCHOOL,O. CHARTER,HUDSONLEARNING COMMUNITY CHARTER SCHOOLO. CHARTER,2012,6539068,484.3,13502
HUDSON,METS CHARTER SCHOOL,O. CHARTER,HUDSONMETS CHARTER SCHOOLO. CHARTER,2012,3099080,315.8,9813
HUDSON,NORTH BERGEN TWP,"N. K-12|K-12,3500+","HUDSONNORTH BERGEN TWPN. K-12|K-12,3500+",2012,119871035,8196.5,14625
HUDSON,SECAUCUS TOWN,"M. K-12|K-12,1800-3500","HUDSONSECAUCUS TOWNM. K-12|K-12,1800-3500",2012,37672541,2157.1,17464
HUDSON,SOARING HEIGHTS IN JERSEY CITY CHARTER S,O. CHARTER,HUDSONSOARING HEIGHTS IN JERSEY CITY CHARTER SO. CHARTER,2012,2716319,223.1,12175
HUDSON,THE ETHICAL COMMUNITY CHARTER SCHOOL,O. CHARTER,HUDSONTHE ETHICAL COMMUNITY CHARTER SCHOOLO. CHARTER,2012,2208869,198.2,11145
HUDSON,THE JERSEY CITY GLOBAL CHARTER SCHOOL,O. CHARTER,HUDSONTHE JERSEY CITY GLOBAL CHARTER SCHOOLO. CHARTER,2012,,,
HUDSON,UNION CITY,"N. K-12|K-12,3500+","HUDSONUNION CITYN. K-12|K-12,3500+",2012,247856021,12484.5,19853
HUDSON,UNIVERSITY ACADEMY CHARTER SCHOOL,O. CHARTER,HUDSONUNIVERSITY ACADEMY CHARTER SCHOOLO. CHARTER,2012,6369322,416.8,15281
HUDSON,WEEHAWKEN TWP,"L. K-12|K-12,0-1800","HUDSONWEEHAWKEN TWPL. K-12|K-12,0-1800",2012,23944894,1282.4,18672
HUDSON,WEST NEW YORK TOWN,"N. K-12|K-12,3500+","HUDSONWEST NEW YORK TOWNN. K-12|K-12,3500+",2012,153657057,8554.8,17962
HUNTERDON,ALEXANDRIA TWP,"D. K-8|K-8,401-750","HUNTERDONALEXANDRIA TWPD. K-8|K-8,401-750",2012,10917394,562.6,19405
HUNTERDON,BETHLEHEM TWP,"C. K-8|K-8,0-400","HUNTERDONBETHLEHEM TWPC. K-8|K-8,0-400",2012,,,
HUNTERDON,BLOOMSBURY BORO,"I. K-12|K-8,0-400","HUNTERDONBLOOMSBURY BOROI. K-12|K-8,0-400",2012,2866506,206,13918
HUNTERDON,CALIFON BORO,"C. K-8|K-8,0-400","HUNTERDONCALIFON BOROC. K-8|K-8,0-400",2012,2623835,147.7,17765
HUNTERDON,CLINTON TOWN,"C. K-8|K-8,0-400","HUNTERDONCLINTON TOWNC. K-8|K-8,0-400",2012,,,
HUNTERDON,CLINTON TWP,"E. K-8|K-8,751+","HUNTERDONCLINTON TWPE. K-8|K-8,751+",2012,30174460,1574.4,19165
HUNTERDON,DELAWARE TWP,"C. K-8|K-8,0-400","HUNTERDONDELAWARE TWPC. K-8|K-8,0-400",2012,,,
HUNTERDON,DELAWARE VALLEY REGIONAL,"G. G9-12|7-12,9-12","HUNTERDONDELAWARE VALLEY REGIONALG. G9-12|7-12,9-12",2012,18993956,968.4,19614
HUNTERDON,EAST AMWELL TWP,"C. K-8|K-8,0-400","HUNTERDONEAST AMWELL TWPC. K-8|K-8,0-400",2012,,,
HUNTERDON,FLEMINGTON-RARITAN REG,"E. K-8|K-8,751+","HUNTERDONFLEMINGTON-RARITAN REGE. K-8|K-8,751+",2012,59454013,3557.9,16711
HUNTERDON,FRANKLIN TWP,"C. K-8|K-8,0-400","HUNTERDONFRANKLIN TWPC. K-8|K-8,0-400",2012,6354999,302,21043
HUNTERDON,FRENCHTOWN BORO,"C. K-8|K-8,0-400","HUNTERDONFRENCHTOWN BOROC. K-8|K-8,0-400",2012,2901507,158,18367
HUNTERDON,HAMPTON BORO,"C. K-8|K-8,0-400","HUNTERDONHAMPTON BOROC. K-8|K-8,0-400",2012,3275830,112.1,29227
HUNTERDON,HIGH BRIDGE BORO,"C. K-8|K-8,0-400","HUNTERDONHIGH BRIDGE BOROC. K-8|K-8,0-400",2012,7978997,389.7,20474
